sID,sentence,top_label,label,class_name,sentence_ru
3786,I've been having a hard time getting enough sleep.,"Health, Fatigue, or Physical Pain",3,health,Мне было трудно выспаться.
3787,Classes have been super stressful lately,School,1,work,Занятия в последнее время были очень напряженными
3788,I am really stressed about my pups kidney disease.  It is getting worse.,Emotional Turmoil,6,unknown,Я очень переживаю из-за болезни почек у моего щенка.  Становится все хуже.
3789,"HEY, THANKS FOR REPLYING. I LOST MY JOB RECENTLY AND MY GIRLFRIEND, CHLOE LEFT ME",Work,1,work,"ЭЙ, СПАСИБО ЗА ОТВЕТ. НЕДАВНО Я ПОТЕРЯЛ РАБОТУ И МОЯ ДЕВУШКА ХЛОЯ ОСТАВИЛА МЕНЯ"
3790,I am not having any luck with my job search.,Work,1,work,Мне не везет с поиском работы.
3791,I been stressing about not being able to work because of the Covid 19.,Work,1,work,"Я переживал из-за того, что не смогу работать из-за Covid 19."
3792,"Doing well, a recent situation that's been stressing me out for sure Covid-19","Health, Fatigue, or Physical Pain",3,health,"Все хорошо, недавняя ситуация, которая меня наверняка напрягла, Covid-19."
3793,"My roommate has lost his job, and isn't able to pay full rent.",Financial Problem,5,finance,Мой сосед по комнате потерял работу и не может платить полную арендную плату.
3794,Thinking about the virus,Social Relationships,4,friends,Думая о вирусе
3795,I guess moving in and trying to find work during a hiring freeze,Financial Problem,5,finance,"Думаю, перееду и попытаюсь найти работу во время заморозки набора персонала."
3796,Fighting with my racist family,Emotional Turmoil,6,unknown,Борьба с моей расистской семьей
3797,I'm greatly concerned about defunding Police.,Other,6,unknown,Я очень обеспокоен сокращением финансирования полиции.
3798,Trying to complete these reports before the deadline.,Work,1,work,Пытаюсь завершить эти отчеты до установленного срока.
3800,I have a huge paper due in school,School,1,work,Мне нужно сдать огромную работу в школе
3801,I am concerned about the job market as a recent graduate during the pandemic,Work,1,work,Я обеспокоен рынком труда как недавний выпускник во время пандемии.
3802,' my work I'm ready to go back,Work,1,work,"' моя работа, я готов вернуться"
3803,my flights for my upcoming vacation were cancelled!,Other,6,unknown,мои рейсы на предстоящий отпуск были отменены!
3804,all the crap with marissa,Social Relationships,4,friends,вся эта ерунда с Мариссой
3805,COVID,"Health, Fatigue, or Physical Pain",3,health,COVID-19
3806,I've been furloughed so I'm not sure if my job is going to be safe.,Work,1,work,"Меня уволили, поэтому я не уверен, будет ли моя работа в безопасности."
3808,Definitely how bad police brutality has gotten since the protests started,Other,6,unknown,"Определенно, насколько серьезной стала жестокость полиции с тех пор, как начались протесты."
3809,Trump's reaction to everything is making me crazy,Other,6,unknown,Реакция Трампа на все сводит меня с ума
3810,I am stressed about my finalgrade,School,1,work,Я переживаю из-за своей выпускной оценки
3811,I've been having a lot of schoolwork that I have to finish each day.,School,1,work,"У меня было много школьных заданий, которые мне приходилось выполнять каждый день."
3812,Work has me so stressed you wouldn't believe! It's a nightmare.,Work,1,work,"Работа меня так напрягает, что вы не поверите! Это кошмар."
3813,"Alex's position as an airline pilot worries me, the planes aren't flying often anymore.",Work,1,work,"Меня беспокоит положение Алекса как пилота авиакомпании, самолеты летают не часто."
3814,I have been having pain in my left foot,"Health, Fatigue, or Physical Pain",3,health,У меня болит левая нога
3815,I am so stressed. I dont know what to make for dinner tonight and we have guests coming.,Social Relationships,4,friends,"Я в таком стрессе. Я не знаю, что приготовить сегодня на ужин, а к нам приходят гости."
3816,My relationship with my boyfriend's son.,Family Issues,2,family,Мои отношения с сыном моего парня.
3817,I have been stressed about my health and fear of COVID-19.,Emotional Turmoil,6,unknown,Я был в стрессе из-за своего здоровья и страха перед Covid-19.
3818,Trying to navigate my state's unemployment website!,Financial Problem,5,finance,Пытаюсь ориентироваться на сайте по безработице моего штата!
3819,im stressed about losing my job,Work,1,work,я в стрессе из-за потери работы
3821,my inlaws are crazy,Family Issues,2,family,мои родственники сошли с ума
3822,How I am going to pay off all my debt is stressing me out.,Financial Problem,5,finance,"Меня беспокоит то, как я собираюсь погасить все свои долги."
3823,Work and what's going on around the world.,Emotional Turmoil,6,unknown,Работа и что происходит по всему миру.
3824,I would say that the coronavirus has been the number one stresser.,"Health, Fatigue, or Physical Pain",3,health,"Я бы сказал, что коронавирус стал стрессом номер один."
3825,im afraid of catching covid19. I still have to work and im putting my self and my family,"Health, Fatigue, or Physical Pain",3,health,"Я боюсь подхватить Covid19. Мне все еще нужно работать, и я вкладываю себя и свою семью"
3826,I'm homeschooling my son and he's struggling to stay focuses,School,1,work,"Я обучаю своего сына на дому, и он изо всех сил пытается сосредоточиться"
3827,The world is a disaster right now.,Other,6,unknown,В мире сейчас катастрофа.
3828,i am really confused and frankly quite frusterated with parts of my life.,Financial Problem,5,finance,"я действительно сбит с толку и, честно говоря, очень расстроен некоторыми частями своей жизни."
3829,I'm tired of not having my mother. what happened,Family Issues,2,family,"Я устал от того, что у меня нет матери. что случилось"
3830,To switch gears....in retrospect: I regret many things about this year and this semester,School,1,work,Чтобы переключить передачу.... оглядываясь назад: я сожалею о многом в этом году и в этом семестре.
3831,"every time I think I'm getting over the whole work thing, something brings me down.",Work,1,work,"каждый раз, когда я думаю, что справляюсь со всей работой, что-то меня расстраивает."
3832,"I kept losing track of how that last one goes, and trying to write it up was a serious pain.",Other,6,unknown,"Я продолжал терять представление о том, как проходит этот последний случай, и попытка описать его была серьезной болью."
3833,that's forgotten all you taught me -persephone Life's been exhausting lately.,"Health, Fatigue, or Physical Pain",3,health,"Я забыл все, чему ты меня научил -персефона. Жизнь в последнее время утомительна."
3834,"after all this, i'm bitching about having a job.",Work,1,work,"после всего этого я жалуюсь на то, что у меня есть работа."
3835,"my life is still so fucked up right now, i dont know when i'll be going back.",Emotional Turmoil,6,unknown,"Моя жизнь сейчас все еще такая испорченная, что я не знаю, когда вернусь."
3836,"I dunno, things are just changing lately- and it's as if me and my roommate did something wrong?",Social Relationships,4,friends,"Не знаю, в последнее время все меняется, и мне кажется, что мы с соседом по комнате сделали что-то не так?"
3837,so anyways today sucked....sometimes i don't understand myself.... when my life sucks so much why do i even try??,Emotional Turmoil,6,unknown,"так или иначе, сегодня отстой....иногда я себя не понимаю....когда моя жизнь такая отстой, зачем мне вообще пытаться??"
3839,"Hmm... Life has just been feeling alittle monotonous lately, i need spontinaity.",Emotional Turmoil,6,unknown,"Хм... В последнее время жизнь стала немного однообразной, мне нужна спонтанность."
3840,I get annoyed when I don't get to finish telling a story.,Other,6,unknown,"Меня раздражает, когда мне не удается закончить рассказ."
3841,"There's always some reason to feel not good enough, and it's hard at the end of the day.",Emotional Turmoil,6,unknown,"Всегда есть какая-то причина чувствовать себя недостаточно хорошо, и в конце дня это тяжело."
3842,a lot of things have been bothering me and i dont know what to do anymore..oh well this is life.,Everyday Decision Making,6,unknown,"меня многое беспокоило, и я не знаю, что делать дальше… ну, это жизнь."
3843,A stressful aspect to this all is that I have to finish my week out there.,Emotional Turmoil,6,unknown,"Стрессовым аспектом всего этого является то, что мне нужно закончить свою неделю там."
3845,"After missing so much school, things are really starting to get crazy with assignments.",School,1,work,"После того, как я так много пропустил школу, дела с заданиями начинают просто сходить с ума."
3846,after that megan just dropped us off and now i'm tired and my stomach hurts.,"Health, Fatigue, or Physical Pain",3,health,"после этого Меган просто подвезла нас, и теперь я устала, и у меня болит живот."
3847,Ahh I've been feeling really down lately because I have all this shit going on.,Other,6,unknown,"Ааа, в последнее время мне очень плохо, потому что со мной происходит вся эта ерунда."
3848,i had to go to work feeling crappy.,Work,1,work,"мне пришлось идти на работу, чувствуя себя паршиво."
3849,what's happening after this school year is scaring me.,School,1,work,"то, что происходит после этого учебного года, меня пугает."
3850,lately I've been getting really sad when I think about not being with mom.,Family Issues,2,family,"в последнее время мне становится очень грустно, когда я думаю о том, что не могу быть с мамой."
3851,"I need to start going to classes again, i have been slacking real bad!",School,1,work,"Мне нужно снова начать ходить на занятия, я очень сильно расслабился!"
3852,Apparently work hours are all messed up.,Work,1,work,"Судя по всему, график работы испорчен."
3853,"I have been frustrated lately, the idea doesn't come as easy.",Other,6,unknown,"В последнее время я расстроен, идея дается не так легко."
3854,"By the time I got home, I was depressed.",Emotional Turmoil,6,unknown,"Когда я вернулся домой, я был в депрессии."
3855,I don't feel right when you're gone away 'Cause I'm broken when I'm open,Social Relationships,4,friends,"Я чувствую себя нехорошо, когда ты уходишь, потому что я сломлен, когда открыт."
3856,i'm so frustrated w/ the people in my life.,Social Relationships,4,friends,я так расстроен людьми в своей жизни.
3858,"to top it all off, now I'm worried about my dreams because they've started to become inconsistent.",Emotional Turmoil,6,unknown,"в довершение ко всему, теперь я беспокоюсь о своих снах, потому что они стали противоречивыми."
3859,"truthfully, it's hard to get into that mindset again, especially since I am so upset at the net.",Emotional Turmoil,6,unknown,"честно говоря, трудно снова прийти к такому мышлению, тем более, что я так расстроен сетью."
3860,"when i look back on my life, it was extremely difficult.",Other,6,unknown,"Когда я оглядываюсь назад на свою жизнь, она была чрезвычайно трудной."
3861,another Satuday has come and I'm really dreading work ......,Work,1,work,"Наступила очередная суббота, и я очень боюсь работы......"
3862,Any clarity I had found is piled under stress and unwanted responsibilities at the moment.,Other,6,unknown,"Любая ясность, которую я нашел, в данный момент связана со стрессом и нежелательными обязанностями."
3863,"was pretty frustrated right now, so I thought I'd bring it up to someone/something.",Emotional Turmoil,6,unknown,"был очень расстроен сейчас, поэтому решил рассказать об этом кому-нибудь/чему-то."
3864,"ive been really stressed out lately, im not really sure which way my life is going.",Emotional Turmoil,6,unknown,"В последнее время у меня сильный стресс, и я не совсем уверен, в каком направлении складывается моя жизнь."
3865,"As far as being alone goes, that has been bothering me the most lately.",Emotional Turmoil,6,unknown,"Что касается одиночества, то это беспокоило меня больше всего в последнее время."
3866,As for today..I'm frustrated and on my last nerve.,Emotional Turmoil,6,unknown,Что касается сегодняшнего дня... Я расстроен и действую из последних сил.
3867,"As soon as I came back to work, I am miserable.",Work,1,work,"Как только я вернулся на работу, я почувствовал себя несчастным."
3868,it's really making me worry about the future of my family.,Family Issues,2,family,это действительно заставляет меня беспокоиться о будущем моей семьи.
3869," whenever I think I've made progress, something always comes back to me feel insecure...",Emotional Turmoil,6,unknown,"всякий раз, когда я думаю, что добился прогресса, что-то всегда возвращается ко мне, и я чувствую себя неуверенно..."
3870, I'm sick of forever being worried about them.,Other,6,unknown,Мне надоело вечно беспокоиться о них.
3871,"Being so busy I feel like I have lost my spiritual sense, or a sense of myself.",Emotional Turmoil,6,unknown,"Будучи настолько занятым, я чувствую, что потерял духовное чувство или ощущение самого себя."
3872,"Both me and my mom had to work, so that sucked.",Work,1,work,"И мне, и моей маме приходилось работать, так что это отстой."
3873,"I dunno lah, my whole cycle seems to be screwed up.. from this jobhunting stress I think! Sheesh..",Work,1,work,"Я не знаю, да, кажется, весь мой цикл испортился ... я думаю, из-за этого стресса при поиске работы! Блин.."
3874,"I find myself, worrying and getting all stressed out over the littlest of things.",Emotional Turmoil,6,unknown,Я беспокоюсь и испытываю стресс из-за малейших вещей.
3875,it made me VERY ill on my way back home.,"Health, Fatigue, or Physical Pain",3,health,по дороге домой мне ОЧЕНЬ стало плохо.
3876,it still bothers me...... I've just had a frustrating day.,Emotional Turmoil,6,unknown,меня это до сих пор беспокоит... У меня только что был разочаровывающий день.
3877," Ive thought about it a lot, and I just can't afford it this time around.",Financial Problem,5,finance,"Я много об этом думал, но на этот раз я просто не могу себе этого позволить."
3878,living with my parents for now calls for a perilous commute.,Family Issues,2,family,жизнь с моими родителями требует опасных поездок на работу.
3879,my constant absenteeism is starting to become a problem.,Everyday Decision Making,6,unknown,мои постоянные прогулы начинают становиться проблемой.
3880,now i'm sad because i have to work on my final........,School,1,work,"теперь мне грустно, потому что мне нужно работать над финалом........"
3881,"now that the time for leaving is drawing near, I'm starting to feel sad.",Emotional Turmoil,6,unknown,"теперь, когда приближается время отъезда, мне становится грустно."
3882,"on my days off, I just feel like I'm wasting time.",Everyday Decision Making,6,unknown,"в выходные мне кажется, что я теряю время."
3883,the goodbye was really difficult for me.,Social Relationships,4,friends,прощание было для меня очень трудным.
3884,yeah. I'm still very worried about my tryout.,Other,6,unknown,ага. Я все еще очень волнуюсь по поводу своего испытания.
3885,yes...now i'm sad because i have to work.,Work,1,work,"да... сейчас мне грустно, потому что мне нужно работать."
3886,bwahahaha first part of practice was really frustrating for me.,Other,6,unknown,"бва-хахаха, первая часть практики меня очень расстроила."
3887,By the time I got home I was feeling real pain.,"Health, Fatigue, or Physical Pain",3,health,"Когда я вернулся домой, я почувствовал настоящую боль."
3888,By the time I was ready to go into work I was feeling pretty shitty.,Work,1,work,"К тому времени, когда я был готов приступить к работе, я чувствовал себя довольно дерьмово."
3889,College and work have been killing me.,Work,1,work,Колледж и работа убивали меня.
3890,"Considering my recent projects, this is INCREDIBLY frustrating.",Work,1,work,"Учитывая мои недавние проекты, это НЕВЕРОЯТНО расстраивает."
3891,"Conversation on the way home from Gville made me pretty frustrated, I don't know.",Social Relationships,4,friends,"Разговор по дороге домой из Гвилля меня очень расстроил, не знаю."
3892,"Coupled with constant writer's block and feeling uncreative, I got stressed out early.",Work,1,work,В сочетании с постоянным писательским кризисом и ощущением нетворческой активности я рано впал в стресс.
3893,"Dammit distance, that seems to be the problem of my life.",Other,6,unknown,"Черт побери, это, кажется, проблема всей моей жизни."
3894,"dang well my cermaics final is over, and dude it was kinda hard!",School,1,work,"блин, мой финал по керамике закончился, и чувак, это было очень тяжело!"
3895,dude i just lost a really important entry and i'm not happy.,Emotional Turmoil,6,unknown,"чувак, я только что потерял очень важную запись и я недоволен."
3896,Due to screw up with my schedule.,Work,1,work,"Из-за того, что у меня нарушился график."
3897,"Each time I have to tell someone I don't have a job yet, I feel that much more defeated.",Work,1,work,"Каждый раз, когда мне приходится говорить кому-то, что у меня еще нет работы, я чувствую себя еще более разбитым."
3898,"Finally, I am irritated that I couldn't remember everything I wanted to post....",Other,6,unknown,"Наконец, меня раздражает то, что я не смог вспомнить все, что хотел опубликовать...."
3899,For some reason I've been really tired lately (Did I complain about this already?) and it's driving me nuts.,"Health, Fatigue, or Physical Pain",3,health,"По какой-то причине я очень устал в последнее время (я уже жаловался на это?), и это сводит меня с ума."
3900,Frustrated and I've sold myself out down the road with time growing old I've got to change.,Emotional Turmoil,6,unknown,"Разочарованный, я продал себя в будущем, со временем старею, мне нужно измениться."
3901,"Going back to work SUCKED... I still can't seem to get back into the swing of things, haha...",Work,1,work,"Возвращение на работу - ОТСТОЙ... Кажется, я до сих пор не могу вернуться в строй, хаха..."
3902,Got to work and now I'm in a bad mood.,Work,1,work,Пришёл на работу и теперь у меня плохое настроение.
3903,Grr..some reason when I got home today I was depressed AGAIN.,Emotional Turmoil,6,unknown,"Грр..по какой-то причине, когда я сегодня вернулся домой, я СНОВА был в депрессии."
3904,haha leaving school was sooo difficult for me.,Other,6,unknown,"хаха, мне было ооочень трудно покинуть школу."
3905,Have I mentioned lately that work really sucks now?,Work,1,work,"Я уже говорил недавно, что работа сейчас действительно отстой?"
3906,he doesnt have enough time with me cuzz oh oh he has to go back to work.,Social Relationships,4,friends,"ему не хватает времени со мной, потому что, ох, ему нужно вернуться на работу."
3907,"hes like ""i was starting to get worried... were not gonna have much time to practice.""",Other,6,unknown,он такой: «Я начал волноваться… у нас не будет много времени на тренировки».
3908,Hypochondriac:: I don't feel so good right now... Insecure:: When I'm having an off day this usually shows up.,Emotional Turmoil,6,unknown,"Ипохондрик:: Я сейчас не очень хорошо себя чувствую... Неуверенный:: Когда у меня выходной, это обычно проявляется."
3909,I ahve been thinking alot about work lately and Im starting to think that maybe Im not so happy here.,Work,1,work,"В последнее время я много думаю о работе и начинаю думать, что, возможно, мне здесь не так уж хорошо."
3910,I already paid these exhorbitant costs at my current school and I'm reluctant to pay them again.,Financial Problem,5,finance,Я уже оплатил эти непомерные расходы в своей нынешней школе и не хочу платить их снова.
3911,I am all stressed from school and work.,Work,1,work,Я весь в стрессе из-за школы и работы.
3912,I am frustrated with an aspect of my job.,Other,6,unknown,Я разочарован одним аспектом своей работы.
3913,"I am going out of my mind with work, but i'll ""git errrr dunnnnn"" hahah.",Work,1,work,"Я схожу с ума от работы, но я ""эт ээээээээээээээээээээээээээээээлем"" хаха."
3914,I am having issues with my parents.,Family Issues,2,family,У меня проблемы с родителями.
3915,I am having trouble motivating myself this semester.,School,1,work,В этом семестре у меня проблемы с мотивацией.
3916,I am sad that I won't have that class anymore.,School,1,work,"Мне грустно, что у меня больше не будет этого класса."
3917,I am so depressed lately and it's making me what to say goodbye to everyone ... I don't want that.,Emotional Turmoil,6,unknown,У меня такая депрессия в последнее время и это заставляет меня со всеми прощаться... Я не хочу этого.
3918,I am SO sick of this past year for some reason.,Everyday Decision Making,6,unknown,По какой-то причине мне ТАК надоел этот прошлый год.
3919,"I am so so so so tired but I need to do my work that I have neglected, blah.",Work,1,work,"Я так так устал, но мне нужно сделать работу, которой я пренебрег, бла."
3920,I am still having a terrible time working myself up to doing this assignment.,School,1,work,Я до сих пор с ужасом готовлюсь к выполнению этого задания.
3921,I am tired and I only barely did the work I was supposed to do and I feel nasty.,Work,1,work,"Я устал, едва выполнил работу, которую должен был сделать, и чувствую себя отвратительно."
3922,"i am tired, nervous, hungry, and to top it all off i have my period. today sucks.","Health, Fatigue, or Physical Pain",3,health,"я устала, нервничаю, голодна, и в довершение всего у меня менструация. сегодня отстой."
3923,I am upset about work.,Work,1,work,Я расстроен из-за работы.
3924,I became so reclusive at this point that I know my mom was worried.,Family Issues,2,family,"В этот момент я стал настолько замкнутым, что знаю, что моя мама волновалась."
3925,I been worrying about too many things out of my control lately and ive really gotta stop.,Emotional Turmoil,6,unknown,"В последнее время я беспокоюсь о слишком многих вещах, находящихся вне моего контроля, и мне действительно пора остановиться."
3926,I began to feel worse as soon as I got home.,"Health, Fatigue, or Physical Pain",3,health,"Я начал чувствовать себя хуже, как только вернулся домой."
3927,I bitch about my job and my lack of a nicer one.,Work,1,work,Я жалуюсь на свою работу и отсутствие лучшей работы.
3928,i called out of work and i am feeling very guilty about it.,Work,1,work,Я позвонил с работы и чувствую себя очень виноватым.
3929,"i can't take the way i feel everyday... about school, about mom and dad, about hurting myself, about letting go.",Family Issues,2,family,"я не могу смириться с тем, что чувствую каждый день... о школе, о маме и папе, о том, как причиняю себе боль, о том, что отпускаю все."
3930,"i can't tell wither there real or not. i've recently become impatient,",Other,6,unknown,"я не могу сказать, настоящий он там или нет. в последнее время я стал нетерпеливым,"
3931,I don't normally feel like this and am ashamed to admit I've spent the day mounting my little Una.,Emotional Turmoil,6,unknown,"Обычно я так не чувствую, и мне стыдно признаться, что я провел день, садясь на свою маленькую Уну."
3932,I dunno it's just something I've been kind of upset about lately.,Emotional Turmoil,6,unknown,"Не знаю, просто меня это немного расстраивает в последнее время."
3933,I feel a bit bad as i ahve been putting off catching up with her for a while.,Social Relationships,4,friends,"Я чувствую себя немного плохо, так как какое-то время откладывал встречу с ней."
3934,I feel bad about not updating...but I have been busy and tired.,"Health, Fatigue, or Physical Pain",3,health,"Мне жаль, что я не обновляюсь... но я был занят и устал."
3935,"I feel bad for myself, having to move there.. it's sooo complicated with all of that stuff.",Emotional Turmoil,6,unknown,"Мне жаль себя, что мне приходится туда переезжать... это ооочень сложно со всеми этими вещами."
3936,i feel bad i didn't get to stay around longer on thrusday.,Other,6,unknown,"Мне жаль, что мне не удалось остаться здесь подольше в четверг."
3938,I feel frustrated because at times I honestly just flat out struggle with dealing with a lot of this stuff.,Everyday Decision Making,6,unknown,"Я чувствую разочарование, потому что иногда мне, честно говоря, просто изо всех сил приходится справляться со многими этими вещами."
3939,I feel frustrated by how long it is taking to finish household tasks. 2.,Other,6,unknown,"Меня расстраивает то, сколько времени уходит на выполнение домашних дел. 2."
3940,I feel like a bad person. I need to get away for a day.,Other,6,unknown,Я чувствую себя плохим человеком. Мне нужно уехать на день.
3941,"I feel like I did before we started going out, i'm discontent, i'm tired.",Other,6,unknown,"Я чувствую себя так же, как и до того, как мы начали встречаться, я недовольна, я устала."
3942,I feel like my life is one bad decision after the next.,Everyday Decision Making,6,unknown,"Я чувствую, что моя жизнь — это одно плохое решение за другим."
3944,I feel so bad having to turn down everything that I am offered because I have to work.,Work,1,work,"Мне так плохо, что я отказываюсь от всего, что мне предлагают, потому что мне нужно работать."
3945,I feel stressed. I am looking into jobs for after I graduate.,Work,1,work,Я чувствую стресс. Ищу работу после окончания учебы.
3946,"I find it really hard to ask for things, and I feel so bad because my parents are so busy.",Family Issues,2,family,"Мне очень трудно о чем-то просить, и мне так плохо, потому что мои родители очень заняты."
3947,I got really scared becasue this happened on the way home.,Emotional Turmoil,6,unknown,"Я очень испугалась, потому что это произошло по дороге домой."
3948,I got really worried cause I dont have anymore practices until the meet.,Other,6,unknown,"Я очень волновался, потому что до соревнований у меня больше не будет тренировок."
3949,"I guess i have been very stressed out lately, cheques and etc...",Financial Problem,5,finance,"Наверное, в последнее время у меня был сильный стресс, чеки и т. д."
3950,I guess I've just been so busy lately. Yah... that and stressed.,Everyday Decision Making,6,unknown,"Наверное, я просто был очень занят в последнее время. Даа... это и подчеркнуло."
3951,I guess that's one of my things... I need to realize I can't be there for everyboday all the time.,Social Relationships,4,friends,"Наверное, это одна из моих особенностей... Мне нужно понять, что я не могу быть рядом со всеми все время."
3952,I had a clash of interest with some GCN people in the last day or two... and it sucks.,Other,6,unknown,За последние день или два у меня произошло столкновение интересов с некоторыми людьми из GCN... и это отстой.
3953,I had a nightmare about being back at work.,Work,1,work,"Мне приснился кошмар о том, что я снова на работе."
3954,"i had things to say, and they were pretty important... but i'm so effing tired, i just forgot.",Emotional Turmoil,6,unknown,"мне было что сказать, и они были очень важными... но я так устал, что просто забыл."
3955,I had to call out of work yesteraday to finish my project which I sucked at ne ways.,Work,1,work,"Вчера мне пришлось позвонить с работы, чтобы закончить проект, в котором я в некоторых отношениях провалился."
3956,"I happen to be starting the preliminary stages of finding a job, which is a pretty stressful event.",Work,1,work,"Я начинаю предварительный этап поиска работы, а это довольно стрессовое событие."
3957,i hate my schedule it's one midterm after another.,School,1,work,я ненавижу свой график: один семестр за другим.
3958,I hate waiting...it seems like i've been doing a lot of that.,Everyday Decision Making,6,unknown,"Я ненавижу ждать... кажется, я много этим занимался."
3959,I have a presentation this week that I'm afraid to look over for fear of realizing how under-prepared I am.,Work,1,work,"На этой неделе у меня презентация, которую я боюсь просмотреть, опасаясь осознать, насколько я недостаточно подготовлен."
3960,I have been feeling really bad about the way that things have been going on lately.,Emotional Turmoil,6,unknown,"Мне очень плохо от того, что происходит в последнее время."
3961,"I have been frustrated, trying to sort things out.",Everyday Decision Making,6,unknown,"Я был расстроен, пытаясь разобраться во всем."
3962,I have been having some $$$ issues as of late and it has just been really stressful.,Financial Problem,5,finance,"В последнее время у меня возникли некоторые проблемы, и это было очень стрессово."
3963,I have been looking for another job b/c I'm in so much debt.,Work,1,work,"Я искал другую работу, потому что у меня большие долги."
3964,I have been majorly stressed about shit lately.,Emotional Turmoil,6,unknown,В последнее время меня сильно беспокоит дерьмо.
3965,"I have been putting it off, which isn't good cuz i need to do well in that class",School,1,work,"Я откладывал это, и это нехорошо, потому что мне нужно хорошо учиться в этом классе."
3966,I have been really stressed trying to get all my shit together for finals etc.,School,1,work,"Я был очень напряжен, пытаясь собрать все свои силы перед финалом и т. д."
3967,i have been so frustrated lately and i don't kno why.,Emotional Turmoil,6,unknown,"Я был так расстроен в последнее время, и я не знаю, почему."
3968,I have been so stressed out from work..so does that mean I have problems?,Work,1,work,"Я был в таком стрессе на работе... значит ли это, что у меня проблемы?"
3969,I have been very confused as of late with the direction my life is heading.,Emotional Turmoil,6,unknown,"В последнее время я очень смущен тем, в каком направлении движется моя жизнь."
3970,"I have felt out of balance for weeks, and really needing some kind of something to clear the fuzzy energy.","Health, Fatigue, or Physical Pain",3,health,"В течение нескольких недель я чувствовал себя потерявшим равновесие, и мне действительно нужно было что-то, чтобы очистить нечеткую энергию."
3971,I have had a tough time updating here lately.,Everyday Decision Making,6,unknown,В последнее время мне было трудно обновляться здесь.
3972,i have no idea why i'm always so emo.. i guess it just seems to be bothering me alot lately.,Emotional Turmoil,6,unknown,"понятия не имею, почему я всегда такой эмо... наверное, в последнее время это меня сильно беспокоит."
3973,I have procrastinated too long and I'm going to be struggling to do stuff in the fall.,Other,6,unknown,"Я слишком долго откладывал дела на потом, и мне будет сложно что-то сделать осенью."
3974,I have recently been at a loss for words which is weird because i have a lot on my mind.,Emotional Turmoil,6,unknown,"В последнее время я не могу найти слов, что странно, потому что у меня много мыслей."
3975,I have shit I need to get done and I've been REALLY bad at that lately.,Work,1,work,"У меня есть кое-что, что мне нужно сделать, и в последнее время у меня это ОЧЕНЬ плохо получается."
3976,I have stress and worry about my future and I have made mistakes.,Everyday Decision Making,6,unknown,"У меня стресс, я беспокоюсь о своем будущем и совершаю ошибки."
3977,I have to be a student again and I don't like it.,School,1,work,"Мне придется снова стать студентом, и мне это не нравится."
3978,"I have to go to work now and really, that's kind of sad.",Work,1,work,"Мне пора идти на работу, и правда, это немного грустно."
3979,I have to go to work...me am not too happy about that.,Work,1,work,Мне пора на работу... меня это не очень радует.
3980,"I have to work today, and I am horribly unenthused about this.",Work,1,work,"Мне сегодня нужно работать, и я ужасно не в восторге от этого."
3981,i havent written in a while becuz ive been busy but im really sad about something rite now so yea.,Emotional Turmoil,6,unknown,"Я давно не писал, потому что был занят, но сейчас мне очень грустно из-за чего-то обряда, так что да."
3982,I just don't know what's up with me lately... I'm so torn from day to day.,Emotional Turmoil,6,unknown,"Я просто не знаю, что со мной в последнее время... Я так разрываюсь изо дня в день."
3983,"I just feel generally melacholy about my life, and i don't know exactly how to face up to the day.",Everyday Decision Making,6,unknown,"Я просто чувствую меланхолию по поводу своей жизни и не знаю, как пережить этот день."
3984,I just have been feeling this frustration about how to prioritize.,Everyday Decision Making,6,unknown,"Я просто чувствовал разочарование по поводу того, как расставить приоритеты."
3985,i just kinda miss a lot of things lately and i find my self pondering the what if's haha.,Emotional Turmoil,6,unknown,"я просто скучаю по многим вещам в последнее время и ловлю себя на размышлениях о том, что если, хаха."
3986,I keep getting sad when I think about Cordelia leaving.,Social Relationships,4,friends,"Мне все время грустно, когда я думаю об уходе Корделии."
3987,I loose track of all but this: the very definition of my very dysfunctional family relationships are changing.,Family Issues,2,family,"Я упускаю из виду все, кроме этого: само определение моих очень неблагополучных семейных отношений меняется."
3988,"I mean, it sucked while I was stressed, thinking I'd never get it done on time.",Other,6,unknown,"Я имею в виду, это было отстойно, когда я был в стрессе, думая, что никогда не сделаю это вовремя."
3989,"I must be more tired than I thought, though - I'm constantly fucking things up today.",Everyday Decision Making,6,unknown,"Однако я, должно быть, устал больше, чем думал: сегодня я постоянно все портю."
3990,"I need a lot of looking after, and I get quite anxious when my mum isn't around.",Family Issues,2,family,"За мной нужно много присматривать, и я очень волнуюсь, когда мамы нет рядом."
3991,"i need like, a rehab for it or something because i cant carry on my days like this.","Health, Fatigue, or Physical Pain",3,health,"мне нужна реабилитация или что-то в этом роде, потому что я не могу продолжать так жить."
3992,I need to find a job like now.. bc im starting to get depressed from not having one.,Work,1,work,"Мне нужно найти работу, как сейчас… потому что я начинаю впадать в депрессию из-за ее отсутствия."
3993,I really feel like I am failing here because I can't take the time off to cover the whole time.,Everyday Decision Making,6,unknown,"Я действительно чувствую, что терплю неудачу здесь, потому что не могу выделить время, чтобы покрыть все время."
