sID,sentence,top_label,label,class_name
4411,Every serious attempt at dieting I've ever made has crashed and burned.,"Health, Fatigue, or Physical Pain",3,health
4413,I am so SICK of worrying about FOOD all the time.,"Health, Fatigue, or Physical Pain",3,health
4414,i dont think i could sit in this house all day doing nothing.,Other,6,unknown
4415,jeepney rides always mean grilling my head for a possible story.,Other,6,unknown
4416,With all the thoughts that run through my head everyday I just can't sort out my feelings on everything.,Emotional Turmoil,6,unknown
4417,"I've taken time to do a lot of thinking, and a lot of things have changed in my mind. I think it's for the better, but we'll see.",Emotional Turmoil,6,unknown
4418,"unfortunately, I have to go to work today and won't be able to watch it!",Other,6,unknown
4419,"i've just been so busy lately, i'm not even updating this from my house.",Other,6,unknown
4420,I've been planning on cleaning but then stupid stuff like getting my car fixed happens and I'm never there.,Everyday Decision Making,6,unknown
4421,"Please, nobody talk to me about labyrinth camp because I am extremely busy right now as well as stressed out.",Everyday Decision Making,6,unknown
4422,Three tests next week and I am stressing out like crazy.,School,1,work
4423,I am pretty upset about my Thanksgiving plans that keep getting jumbled!,Other,6,unknown
4424,Everything that whole day was like serious and stressful and REAL.,Other,6,unknown
4426,The problem I have with cooking breakfast is that I always seem to burn it.,Everyday Decision Making,6,unknown
4427,"Every day is a challenge, there were no easy days.",Other,6,unknown
4428,"We all have such contrasting schedules, it's kind of hard to find time to practice.",Social Relationships,4,friends
4429,i am already sick and tired of waking up in the morning.,Other,6,unknown
4430,This house doesn't shield me from the world's pain that I believe I feel everyday.,Emotional Turmoil,6,unknown
4431,"It's just too much work to do all that twice a day, or every day even.",Work,1,work
4433,i have too much to do this week and not enough time to do it all.,Everyday Decision Making,6,unknown
4434,"There is so much to do at work, I don't have enough time it seems.",Work,1,work
4435,The daily ups and downs.,Everyday Decision Making,6,unknown
4436,i need to do laundry and i'm not going home this weekend.,Other,6,unknown
4437,"busy crappy days, ya kno. so many things to do, so little time, so little sleep.",Everyday Decision Making,6,unknown
4438,that's actually really stressful cuz that's a lot of work i keep puting off!,Work,1,work
4439,An trying to figure out dinner ideas when your this exhasted and don't want to eat sucks.,"Health, Fatigue, or Physical Pain",3,health
4440,i need to go make a list and start cleaning my hopelessly messy room!,Everyday Decision Making,6,unknown
4441,i spend alot of my time at work worrying about kids like this.,Emotional Turmoil,6,unknown
4442,That was not fun and I am quite glad to have Monday over with.,Emotional Turmoil,6,unknown
4443,everyone is trying to survive on getting more hours.,Work,1,work
4444,"As often happens when I'm upset, I began cleaning my room with a desperate look in my eye.",Everyday Decision Making,6,unknown
4445,I have been having to make a lot of decisions recently and it sucks.,Everyday Decision Making,6,unknown
4446,"It's so odd, driving on my way to work everything that seemed to be so pain staking and huge became frivolous.",Work,1,work
4447,It does become tiresome and we've a long day of work ahead of us,Work,1,work
4449,"So, the mandatory Christmas luncheon at work looms before me and I fear what may come to pass.",Work,1,work
4450,"Of course, any actual productivity is hindered by my perpetual lack of energy and motivation.",Emotional Turmoil,6,unknown
4451,"Everyday that passes by, it gets more and more tough.",Emotional Turmoil,6,unknown
4452,Im nervous about starting work Wednsday.,Work,1,work
4453,"I know that there is a lot going on with the whole house situation, but he seems hard core stressed.",Other,6,unknown
4454,With so many lay off's everybody worried about their jobs.,Work,1,work
4455,we couldnt even sit through dinner without them fighting.,Social Relationships,4,friends
4456,"Its been on my mind a lot today, the suspense is killing me.",Emotional Turmoil,6,unknown
4459,I can't do everything I have lined up on my plate?,Other,6,unknown
4460,"So when that machine has problems, as now, work is impossible.",Work,1,work
4461,"I'm especially conflicted at this point because I don't where to go with my life, especially job related.",Work,1,work
4462,I got into a very irritable mood yesterday.,Emotional Turmoil,6,unknown
4463,The constant milling over this subject has really got to end soon.,Other,6,unknown
4464,"With all the crap I have to deal with at home and work and school, carrying these issues on my shoulder isnt the most comforting thing.",School,1,work
4465,"No more than three hours after finally picking something to major in I'm already getting shit about it. """,School,1,work
4466,It was embarrassing to drive and I was constantly worried about getting a ticket.,Everyday Decision Making,6,unknown
4467,"grandpa took us out to dinner, it was hard.",Family Issues,2,family
4468,Like.. I feel like I absolutely cannot relax if there's something that needs to be done around the house.,Everyday Decision Making,6,unknown
4469,"People came, cooked, ate and left and we still hadn't got ourselves organised.",Other,6,unknown
4470,TOO much work loads and no appetite to eat my dinner at all.,Work,1,work
4471,I seriusly have nothing to eat and I'm too lazy and broke to go out and get something. maybe for dinner.,Financial Problem,5,finance
4472,I got too much shit on my mind and none of the usual way to relieve the stress is working.,Emotional Turmoil,6,unknown
4473,i feel so trapped in my house even though im usually here most of the time.,Emotional Turmoil,6,unknown
4474,Their schedules lately had made it hard for them to get even this small amount of time together.,Other,6,unknown
4475,I just have a hard time letting everyone know what's going on in my life.,Social Relationships,4,friends
4476,"seriously, I look back on the things I HAVE to accomplish each day, and it's insane!",Everyday Decision Making,6,unknown
4477,Same stress and hecticness as always.,Everyday Decision Making,6,unknown
4478,It is so hard to handle all the problems and the situations through my life.,Everyday Decision Making,6,unknown
4479,That's what happens everytime I get stressed.,Other,6,unknown
4480,"Morning sickness, weird food cravings, wired up emotions.","Health, Fatigue, or Physical Pain",3,health
4481,I've been working too much and not spending enough time with my friends.,Work,1,work
4482,Work just is way too time consuming.,Work,1,work
4484,For some reason whenever I start working on this school stuff and looking for an apartment I get in a pissed off mood.,School,1,work
4485,Life is ridiculously crowding me and finding time to eat has even become difficult.,Emotional Turmoil,6,unknown
4486,i realized that i really have no self control when it comes to me finishing food.,"Health, Fatigue, or Physical Pain",3,health
4487,"No matter how hard I try, I just can't get enough time in the day to do everything.",Everyday Decision Making,6,unknown
4489,"Currently, my schedule is really hectic for me.",Everyday Decision Making,6,unknown
4490,"Dinner At The Money Table I've got a day and a reason, Why I should not believe in..anything, anymore.",Emotional Turmoil,6,unknown
4491,"Everything is changing, nothing is stable, nothing makes sense, and I have way Too Much To Do, all the time. AND",Emotional Turmoil,6,unknown
4492,"well, i have to take a shower and then freeze when i get out because it's like in the 'teens outside and really super cold in my house.",Everyday Decision Making,6,unknown
4493,"Either way, my bathroom is still freezing and I dread taking a shower.",Other,6,unknown
4494,There's just way too much on my mind these days and I'm having such a hard time adjusting to change and new situations.,Everyday Decision Making,6,unknown
4496,I can't decide what I want for dinner.,Everyday Decision Making,6,unknown
4497,"Well, this is my stress currently thats goin through my mind every second of everyday sooo far.",Emotional Turmoil,6,unknown
4498,since i have so many things wrong with my computer i cant even get to it.,Other,6,unknown
4499,"decisions, decisions! off to do laundry and clean for a bit, my house is a mess since we had to move things around to put in the flooring.",Everyday Decision Making,6,unknown
4500,i'm cleaning out my closet of a lot of shit that's accumulated over the years and i've lost all amor for.,Other,6,unknown
4501,my contracting journey has been quite stressful.,Work,1,work
4502,its so hard for me to eat or even drink.,"Health, Fatigue, or Physical Pain",3,health
4503,"it sucks because i'm pretty much busy all the time from now on, argh.",Other,6,unknown
4504,"the rest of my day i've spent looking for apartments, all of which seem to be a bit pricey.",Other,6,unknown
4505,"As usual, changing that on checks will be the hardest part.",Other,6,unknown
4506,"Too intelligent to lay around the house all day, they become neurotic if left alone for long periods.",Other,6,unknown
4507,"It's emotionally stressful being sick for this long, not to mention that being stuck at home every day by yourself gets old real fast.","Health, Fatigue, or Physical Pain",3,health
4508,i couldnt handle having to go for hours and hours twice a week.,Other,6,unknown
4509,"Having trouble focusing today, its probably a bit of a problem, work is difficult to focus on with the lack of focus.",Work,1,work
4510,Another stressful factor for my everyday wear and tear.,Everyday Decision Making,6,unknown
4511,"So yeah, our schedules conflict so much, it's gonna be really hard finding time to see each other.",Social Relationships,4,friends
4512,This puts me two full weeks behind already and is a bit stressful.,Other,6,unknown
4513,"I simply don't know how I feel about everything that's happening in my life, making it hard to rationalize and internalize everything.",Emotional Turmoil,6,unknown
4515,I am massively frustrated with just about every aspect of my life from family to school to boys to friends to work to you name it basically.,School,1,work
4516,A lot of shit has happened to me since. I still haven't gotten my car fixed.,Other,6,unknown
4517,I am really stressed about moving and starting my new job.,Work,1,work
4519,Daily grind seems to be getting at me.,Everyday Decision Making,6,unknown
4521,"I already knew I had a hard time making good food choices when I'm lonely or depressed, like skipping meals or eating too much at one meal.",Emotional Turmoil,6,unknown
4522,Work was hectic and crazy for the whole day.,Work,1,work
4523,I always get so darn stressed about things.,Emotional Turmoil,6,unknown
4524,"Lately, I've been feeling like my emotions conflict with my actions a lot.",Emotional Turmoil,6,unknown
4525,"pretty much for the past two weeks, i've been struggling with finding enough time for everything, and stressing out in the process.",Emotional Turmoil,6,unknown
4526,"Everyday is a struggle between what I want to say, and what I should keep to myself.",Social Relationships,4,friends
4527,"It makes me sad that I have to focus and try really hard to finish a meal, and usually I can't even do that.","Health, Fatigue, or Physical Pain",3,health
4528,We had to pack up everything in our living room because we had carpet cleaners coming.,Everyday Decision Making,6,unknown
4529,It has been a very hard week. I have had to admit to my own problems and I have had to set boundaries with my family.,Family Issues,2,family
4530,"He was waiting to meet with Gerard for their weekly 'check up' in the coffee shop, though he was late and Frank had already downed two cups.",Social Relationships,4,friends
4531,Even a phone call away its still crazy to think of all the changes life constantly and consistantly throws at you.,Everyday Decision Making,6,unknown
4532,It's been exhausting trying to maintain a normal day when your mind is consumed with one thought.,Emotional Turmoil,6,unknown
4533,"I've been dragging around the house all weekend, muttering things like, ""Needs more tension.",Other,6,unknown
4534,"My hours prevent me from going at normal, after work, times.",Work,1,work
4535,the thought of food made me feel sick. lately,"Health, Fatigue, or Physical Pain",3,health
4536,I am stress about all the stuff going on in my life.,Other,6,unknown
4537,"Our daily lives can easily become filled with stress, pressure, and confusion.",Everyday Decision Making,6,unknown
4538,"I'm sorry that it freaks me out when I hear you are out to dinner with my mom and my mom only, and no one understands why.",Family Issues,2,family
4539,I worry about getting into college just about everyday now.,School,1,work
4540,"My car still hasn't been fixed, it really sucks.. I've really been missing how my life used to be .. yeah",Other,6,unknown
4541,"Its like, two weeks out of every month I get incredibly upset with life.",Emotional Turmoil,6,unknown
4542,"What and how am I going to do? Seriously, I can't foresee my future and I'm worrying every now and then.",Everyday Decision Making,6,unknown
4543,when i start to stress about work i eat.,Work,1,work
4544,im not gonna accomplish anything in my room all the time.,Other,6,unknown
4545,i think im just stressed out cuz of the all the things i have to do.,Everyday Decision Making,6,unknown
4546,"I've got lots of work, and no motivation to do it.",Work,1,work
4547,I get super stressed up when I can't meet deadlines.. and that happened alot.,Work,1,work
4548,im just getting more and more annoyed at the situation every day.,Everyday Decision Making,6,unknown
4549,"So its hard to take care of them all, since they work and fixing up their freshly built house.",Family Issues,2,family
4552,"now my laptop still isn't working properly, so I have to bring it BACK in, which is becoming a real bitch.",Other,6,unknown
4553,"I'm always having to do something, or I get home so late that all I have time for is dinner before going to bed.","Health, Fatigue, or Physical Pain",3,health
4555,Everyday life is usually too chaotic for you.,Everyday Decision Making,6,unknown
4557,"I've been trying to get ahold of the accountant for our old apartment to pay them, and no one will call me back.",Financial Problem,5,finance
4559,"It was half true, but really I had stuff to do at home that I never got to do because I was working so much.",Work,1,work
4560,Everyday it is harder and harder to wake up because I havent been able to fall into a routine.,Other,6,unknown
4561,"I've got a number of big decisions to make soon, as well as a lot of work that I need to get accomplished.",Everyday Decision Making,6,unknown
4564,I just find it difficult to be motivated about work that I either don't fully understand or just deem to be a waste of time.,Work,1,work
4565,everyday life is so exhausting that i can't control it. only to pick up,Everyday Decision Making,6,unknown
4566,"I really have a lot on my mind, but I can't seem to sort out my thoughts.",Emotional Turmoil,6,unknown
4567,with the encounter looming there was a lot of work to do.,Social Relationships,4,friends
4568,"hm, dinner with christopher the night before last was hard.",Social Relationships,4,friends
4569,work always has to come before relaxation,Work,1,work
4570,all it does is stress me out and i can't get my shit done on time.,School,1,work
4571,"they're holding the house for us to make a decision, which seems to be very difficult.",Other,6,unknown
4572,"I was stressed today, trying to get everything done.",Everyday Decision Making,6,unknown
4573,its hard when i see him every day and i feel like i would expect him to be too many things to me at once.,Social Relationships,4,friends
4574,I'm constantly worrying about what comes after my show closes.,Emotional Turmoil,6,unknown
4575,"iam going to be really busy, working all christmas week..b.l.a.h.",Work,1,work
4576,"Seems like I am pretty stressed lately, eh, I guess I just have a lot on my mind.",Emotional Turmoil,6,unknown
4577,so today i have no plans except for the nagging complaints from my mother that i haven't finished cleaning out my room yet.,Other,6,unknown
4578,its torture turning over everyday.,"Health, Fatigue, or Physical Pain",3,health
4579,Too much to get done too much to deal with.,Everyday Decision Making,6,unknown
4580,"Today I need to clean my room, it's an absolute mess, even by my standards.",Everyday Decision Making,6,unknown
4582,"Today is gonna be crazy, I have so much stuff to do.",Everyday Decision Making,6,unknown
4583,sooooo we went to collina's after having huge debates and fights over what to eat for dinner.,Other,6,unknown
4584,lol i need to start saving Then went to work which was the most boring day at work i have EVER experienced.,Other,6,unknown
4585,Apart of me I can't have a proper meal at work.,Work,1,work
4586,Today was such I stressed out day.,Everyday Decision Making,6,unknown
4587,"Holy cow, band camp is soon and I hate everything associated with it, except the food.",Other,6,unknown
4588,There's just not enough time in the day for me to get stuff done.,Everyday Decision Making,6,unknown
4589,"I was sooo frustrated. Because okay, it's stressful enough to be responsible for finding almost everything all week.",Everyday Decision Making,6,unknown
4591,Posting every day is hard.,Everyday Decision Making,6,unknown
4592,i've been thinking a lot lately and it seems to me that my priorities aren't in the right place.,Everyday Decision Making,6,unknown
4593,No idea what I'm going to cook for dinner.,Other,6,unknown
4594,Life is tough these days and we're all forced to be more serious than we should.,Other,6,unknown
4595,If I'm too busy to update then I always get a mental block when I return.,Other,6,unknown
4596,I just don't ever feel like it's worth getting up to lie around the house all day.,Everyday Decision Making,6,unknown
4597,"SO now I'm stressed as hell, trying to figure out what I'm going to do with the rest of my life.",Everyday Decision Making,6,unknown
4598,my life is starting to get really complicated again and it's beginning to stress me out.,Emotional Turmoil,6,unknown
4599,"given that i need to go home to fix my car get clothes and what not, i dont like being called last minute to be used as the driver.",Everyday Decision Making,6,unknown
4602,i wake up this morning. and my stomach ache is still around and its fucking horrible.,"Health, Fatigue, or Physical Pain",3,health
4604,My parents were driving me insane about their friggin hardwood floor in the living room.,Family Issues,2,family
4605,"I'm busy, and that usually means I don't have time to think.",Everyday Decision Making,6,unknown
4606,"I'm not sure if I'm just this unused to mornings now, or if the meatpuppet is upset about something.",Other,6,unknown
4607,I hate the Y. I always have to work soo much and I never have time to do anything.,Work,1,work
4608,whenever i get really upset or really excited i dont eat.,"Health, Fatigue, or Physical Pain",3,health
4609,I am having trouble lately motivating myself to do the things I have to.,Emotional Turmoil,6,unknown
4611,"I'm not following my ""Whatch what I Eat "" or ""Eat Healthy"" because I didn't Work Out today and Ive been eating a little bit of junk food.",Other,6,unknown
4613,Probably all the pressure at work and worrying about his job.,Work,1,work
4614,"I'm trying very hard not to spend money because I've been spending too much lately, which means eating up the food I already bought and not buying new stuff.",Financial Problem,5,finance
4615,Although I feel bad spending it all on food.,Financial Problem,5,finance
4616,I hate doing laundry since I work with clothes all day.,Work,1,work
4617,the roof was leaking all day at work my job is a life sucking horriblefest and i'm a loser for having been there so long.,Work,1,work
4619,"our friends don't come through, our finances are always wanting, and our appetite is never satisfied.",Financial Problem,5,finance
4620,the problem is my computer is all screwy and it won't let me update from home.,Other,6,unknown
4621,One of the problems with all of this is that we have to struggle with this every day.,Other,6,unknown
4622,"I have 3 months of intense study ahead of me ,I'm looking foward to it emensely.",School,1,work
4624,It seems like things always just shit on you whenever you do anything.,Everyday Decision Making,6,unknown
4625,how I have so much work to do and not enough time. Fuck.,Work,1,work
4627,"Is that allowed? I'm going to need all the hours just to get it to stick together properly, I can see that already.",Other,6,unknown
4628,"i had dinner with pat tonight, but i'll go into detail tomorrow since i'm tired now.",Social Relationships,4,friends
4630,"Not something I'm really looking forward to, but Gerry still hasn't called me back or responded to the emial I sent Wednesday, so whatever. I need money.",Financial Problem,5,finance
4631,It's frustrating when I come home and Brett can't fully understand the choas I go through at work.,Work,1,work
4632,I mean talk about feeling like shit everyday !,"Health, Fatigue, or Physical Pain",3,health
4633,there's no warm bath cause everyday's a cold shower.,Everyday Decision Making,6,unknown
4634,"Oh yeah, and then there is christmas shopping and all that stuff, thats always stressful.",Other,6,unknown
4635,It's because I have far too much work to do and not enough time to do it in.,Work,1,work
4636,i am easily overwhelmed and can't get a goddamn thing done. ya,Emotional Turmoil,6,unknown
4637,It's exhausting thinking every day that this is it.,Other,6,unknown
4639,i'm actually really stressed about finding an apartment because i have to be moved out by dec.,Other,6,unknown
4640,"Moving house, getting married and becoming self employed are scary things.",Social Relationships,4,friends
4641,"Most weekends, the biggest challenge comes with the decision whether to face ""undone"" stuff and a messy house or suffer a lack of true rest.",Other,6,unknown
4642,I'm trying not to go on every day.,Other,6,unknown
4643,Right now I've been sort of scrambling to get everything done on time.,Other,6,unknown
4644,"Schooling hours so long!? Ya, caused of this, I dreaded going home.",School,1,work
4646,Work has been stessful and other stuff has been even more stressful.,Work,1,work
4647,There are so many things I have to do and not enough time to do them.,Everyday Decision Making,6,unknown
4648,"With Christmas coming, everything's been hectic.",Everyday Decision Making,6,unknown
4649,I'm kind of worried about how I'm getting there every day.,Everyday Decision Making,6,unknown
4650,My schedule is really busy. as of right now,Everyday Decision Making,6,unknown
4651,Life is too much stress right now.,Emotional Turmoil,6,unknown
4652,"i've just been thinking about things a lot lately i guess, and it all scares me.",Other,6,unknown
4653,"The growing stress of day to day life is growing explicitly, especially regarding my newfound internship.",Work,1,work
4654,I can't stop feeling anxious and angry that I'm being told I can't do it one I reach my expiry date.,Emotional Turmoil,6,unknown
4655,i struggle with this daily.,Everyday Decision Making,6,unknown
4656,"I was constantly in debt, and still didn't have a car worth driving, or a job that would help any of this.",Financial Problem,5,finance
4657,The plates of food aren't nearly enough to make up for the fact that I have to deal with the family for a day.,Family Issues,2,family
4659,Seriously considering moving in with my friend coz the house situation is getting rather stressful.,Family Issues,2,family
4660,"Our stove is unuseable, so I don't know what to have for dinner.",Everyday Decision Making,6,unknown
4661,"I think because work isn't stressful enough for me, I have to create more of it here at home before I leave for vacation.",Work,1,work
4663,"I work hard, and I do exercises at home every day, but I still can't get my arm to go straight up.","Health, Fatigue, or Physical Pain",3,health
4664,That's the kind of thing that shoots through my mind while I have to make their food.,Other,6,unknown
4665,It seems like everyday just gets harder with out you by my side.,Social Relationships,4,friends
4666,Everytime I have to pick my classes I have major issues with finalizing anything.,School,1,work
4667,gettin this shit together has had me so stressed out lately.,Other,6,unknown
4669,A simple unwillingness to keep up with daily routine.,Everyday Decision Making,6,unknown
4670,"Went to Giant and spent money i didnt have but i didnt care, i needed some food.",Financial Problem,5,finance
4672,"I know my job is not what gives me value, but it's painful going to work every day and feeling like I haven't contributed to anything.",Work,1,work
4673,I've done NOTHING today mostly because there is so much to do here at the house and I have no clue where to start.,Everyday Decision Making,6,unknown
4674,I starting to feel a more or less stress over my assignments and it's kind of like I've completely no space for myself.,School,1,work
4675,We're getting a bunch of work lately and tis STRESSING ME OUT.,Work,1,work
4676,Seeing them talk about the house and where things would go made my day and reminded me why I am killing myself with this schedule this week.,Other,6,unknown
4677,i have a ton things i have to do to outside of class and that sucks.,Other,6,unknown
4678,Spending too much time at work and not enough time at home.,Work,1,work
4679,I can't handle not being organized or having a plan.,Everyday Decision Making,6,unknown
4680,you are so busy worrying about your daily lives that you do not care about the big picture.,Other,6,unknown
4683,i've been thinking about it a lot lately. just picking up and leaving next year for college. away.,School,1,work
4684,"oftentimes i have a lot of work I am doing and i am stressed just like Shane, i just do not say it out loud.",Work,1,work
4685,The usual stressor in my life.,Other,6,unknown
4686,everyday I feel like I have messed something up.,Everyday Decision Making,6,unknown
4687,work is pissing me off more and more everyday.,Work,1,work
4689,i am so stressed about so many things in my life right now.,Emotional Turmoil,6,unknown
4690,"When day passes by each day, I'm feeling the kick of dreading to work.",Work,1,work
4691,everyday is getting harder.,Everyday Decision Making,6,unknown
4692,"We have to move so much shit over to the new house, and my mom is becoming such a bitch.",Family Issues,2,family
4693,"I wasnt even sure about spending dinner with them friday, I think a sleepover is not my first choice of activities while there.",Social Relationships,4,friends
4695,The upkeep on the house is becoming too much for him and it's best to get into assisted living before you need nursing care.,"Health, Fatigue, or Physical Pain",3,health
4696,Needless to say I was very upset yesterday.,Emotional Turmoil,6,unknown
4697,My schedule at work always conflicted with things.,Work,1,work
4698,I know there is so much to do in this house but I just can't sit here and stare at these walls all day long.,Other,6,unknown
4699,"I've not been not eating because I've wanted to lose weight, and I still love awfully unhealthy food, I've just not felt like eating, if I've been hungry I've eaten.","Health, Fatigue, or Physical Pain",3,health
4700,Life has been so exhausting lately.,Everyday Decision Making,6,unknown
4701,I worry about you being cooped up in the house all the time.,Social Relationships,4,friends
4702,i need to work to buy equipt.,Work,1,work
4703,"I worked too much today, and got too stressed out today.",Work,1,work
4704,Suck part is Don is off today with me and i feel stressed already.,Social Relationships,4,friends
4705,Busy is putting of biological needs such as eating and pooing because of a lack of time to devote to them.,"Health, Fatigue, or Physical Pain",3,health
4706,its so busy now cause of christmas.,Work,1,work
4707,I find myself thinking on a day to day basis that it's not the good job or the comfortable stuff.,Work,1,work
4709,"i'm trying to get a grip on things, but when all of my life is a mess it's so damn hard.",Emotional Turmoil,6,unknown
4710,"I am super tired, and I am trying to convince George to cook supper.","Health, Fatigue, or Physical Pain",3,health
4711,Last nite when I was out with Ryan having dinner I kept thinking about how I feel out of place being here in SJ.,Emotional Turmoil,6,unknown
4712,"I suddenly find myself longing for the routine we had in Hawai'i, where our biggest concerns for the day were preparing, consuming and cleaning up meals.",Emotional Turmoil,6,unknown
4713,Hard day at work and kind of tiring.,Work,1,work
4714,"My family is going to Virgina for thanksgiving, and I cant go because I have to fucking work! Sooo..",Work,1,work
4715,"i have to clean my house, between work and this damn outfit, it's a fucking mess.",Everyday Decision Making,6,unknown
4717,"I had a lot of stress at home and school, with the added stress of work, and people that didn't take me seriously, it was just a bad year.",School,1,work
4718,"Like when I said ""I'm stressed, so I'm eating.",Emotional Turmoil,6,unknown
4719,i really dont kno what im going to eat for supper.,Everyday Decision Making,6,unknown
4721,It seems like just about everything in my life requires all this patience and I just don't have it.,Everyday Decision Making,6,unknown
4722,"I'm getting really frusterated with living at home, my family is driving me crazy.",Family Issues,2,family
4723,IM REALLY HUNGRY AND THERES NO FOOD LEFT IN MY HOUSE CAUSE I ATE JUST ABOUT UH..ALL OF IT?,Everyday Decision Making,6,unknown
4724,i've gotten really behind on keeping dishes washed.,Other,6,unknown
4725,i just had this huge projects due and i had to so a speech about it!!,School,1,work
4726,"I have too much to do at work, no interest in it, and not enough direction.",Work,1,work
4727,"other than i miss all my friends.. and my car's brakes really need to be fixed, I'm not really allowed to drive it right now..",Social Relationships,4,friends
4728,"Tony's cooking tonight, and he has absolutely no sense of taste.",Other,6,unknown
4729,I was extremely busy and I can't have lunch with my colleagues.,Work,1,work
4730,I've got so much work ahead of me its pretty scary.,Work,1,work
4731,They tend to keep me late at work so I miss dinner so I need to stock up in my room more!,Work,1,work
4732,i don't know how i am gonna do dinner tonight.,Everyday Decision Making,6,unknown
4733,It's hard to put into words the different emotions and thoughts that run through my head on a daily basis.,Emotional Turmoil,6,unknown
4734,everytime i think something is done with i find out there's another problem to have to deal with.,Everyday Decision Making,6,unknown
4735,"oh yes, I love to make dinner! but the part of my day that made me mad, is that I don't have a license. I feel horrible about it.",Other,6,unknown
4736,I spent an inordinate amount of time on trying to figure out what I want to do with the next three years of my life.,Emotional Turmoil,6,unknown
4737,"Me and Christine's room keeps getting emptier because we've been taking a lot of stuff home, which is sad.",Emotional Turmoil,6,unknown
4739,"I think it's most because of stress from work, because, beleive it or not, my job IS stressful.",Work,1,work
4740,"I get the feeling that no matter where I go next year for college, that I'll have to work my way through college.",School,1,work
4741,ONE WAY just to have dinner with a bunch of people I don't like and my mom and bro?,Social Relationships,4,friends
4743,a lot of stuff has been bothering me lately. one would be my work situation.,Work,1,work
4744,One of my struggles with my new independant lifestyle is making meals.,Everyday Decision Making,6,unknown
4745,I've been having such a hard time concentrating at work since Lauren died and now I've got more on my mind.,Work,1,work
4746,christmas is coming very fast at work and we're so busy all the time and we're still understaffed.,Work,1,work
4747,"This is hard, not being reciprocated and on a regular basis.",Social Relationships,4,friends
4748,You always have a million things to do and never enough time to do them.,Everyday Decision Making,6,unknown
4749,"I don't really like people, so shopping on one of the biggest shopping days of the year doesn't sound like very much fun to me.",Social Relationships,4,friends
4750,Dan started stressing me out about our apartment situation right in the middle of my project doing. DAN!!!!!!,Social Relationships,4,friends
4751,I feel like I exhaust myself every day with the immensely difficult effort I make not to cry.,Emotional Turmoil,6,unknown
4752,Well as i'm frantically trying to prepare my temporary fill in for work when i'm gone i'm realizing how much work I am going to have..,Work,1,work
4754,It wasn't enough that I'm already having difficulties eating meat.,"Health, Fatigue, or Physical Pain",3,health
4755,"My car does not understand ""right of way,"" and neither do my slowed reflexes after a tiresome day at work.",Other,6,unknown
4756,OK big problem with working today..,Work,1,work
4757,"Ecept on of the managers is always asking why I'm not eating and I always say something like ""I had a big breakfast"" or ""I'm going out after work"".",Other,6,unknown
4760,Im a little worried cause I still feel like I have a heap of things to do before I go tomorrow.,Everyday Decision Making,6,unknown
4761,All this talk about cleaning my room is getting me tired already.,Everyday Decision Making,6,unknown
4762,my room is messy and i have to do laundry before work. and,Everyday Decision Making,6,unknown
4763,I have to have dinner with the family tonight and that takes a LONG time.,Family Issues,2,family
4764,"Well, that and the fact that this will be over before I know it since time flies when you're really busy.",Everyday Decision Making,6,unknown
4765,"life in general, is emotionally difficult lately.",Emotional Turmoil,6,unknown
4766,I spent a lot of today being pretty stressed out.,Other,6,unknown
4767,"My phone lost service and we filled the tub with cold water, sticking our feet or hands in it every so often.",Other,6,unknown
4769,im the one makin all the effort for everything all the time and its never good enough for anyone.,Social Relationships,4,friends
4770,i have lots of other things on my mind which i'm trying to get done and everything's just piling up in the next few days..,Everyday Decision Making,6,unknown
4771,I have a crapload of STUFF to do and I can't slack off.,Work,1,work
4772,i've been kinda down lately. and stressed. really stressed. there's just been a lot of stuff going on lately and,Emotional Turmoil,6,unknown
4773,i don't have time to eat dinner tonight.,"Health, Fatigue, or Physical Pain",3,health
4775,Today at work was stressful.,Work,1,work
4776,Been so busy with work and to tired when I get home to do anything.,Work,1,work
4777,"I got a package from mommy and my evening is rounding out nicely, but I haven't seen Andy all day and I think he's still not talking to me.",Social Relationships,4,friends
4778,I've been whatching the food channel and its making me so hungry but we dont have much of anything in the house.,Other,6,unknown
4779,Life has been incredibly stressful lately.,Other,6,unknown
4780,I wasn't going to be able to keep up with all the work I had on my plate.,Work,1,work
4781,I worry all the time about completing my assignments.,School,1,work
4782,There just isn't enough time in the week and the day to work on me.,Work,1,work
4783,i can't wait to be home. all this being on the road nonsense is driving me nuts.,Other,6,unknown
4784,"Tonight, dinner wasn't ready when I got home and I had to make it.",Other,6,unknown
4785,"My parents order so much food when we go out for meals, it kills me.",Family Issues,2,family
4786,It's gonna be hard adjusting to not seeing them every day.,Social Relationships,4,friends
4787,i hate that we have a new one due every two weeks.,School,1,work
4788,thinking too much is tiring and worrisome when you have nothing else to do but work work work. right now,Work,1,work
4789,"Yes, I'm Stressed. I have to pack up an office that's so full of crap that I can hardly get to my wheelie chair.",Work,1,work
4790,"no matter what I was doing in terms of our roaming and eating routine, I was not able to gain a complete control over it.","Health, Fatigue, or Physical Pain",3,health
4791,"Junk food is pretty much all I've been eating, but I don't want that.","Health, Fatigue, or Physical Pain",3,health
4792,"This project has been delayed numerous times, and it's one of the items always brought up against me in meetings.",Work,1,work
4793,"Some things honestly are not worth your energy, nor the time of day of the other person involved.",Social Relationships,4,friends
4794,I feel so stressed out in deciding what to do with my life.,Everyday Decision Making,6,unknown
